transaction_id,customer_id,amount,customer_avg_amount,amount_ratio,velocity_10m,location_distance_km,hour,merchant_risk_index,is_new_device,is_fraud
tx-gen-002510,cust-0045,10.61,266.62,0.04,0,0.0,22,0.1,1,0
tx-gen-002511,cust-0023,7.99,253.94,0.03,1,0.0,3,0.1,0,0
tx-gen-002512,cust-0008,1607.52,192.55,8.35,6,9444.0,20,0.4,1,1
tx-gen-002513,cust-0024,132.11,269.07,0.49,2,0.0,11,0.1,0,0
tx-gen-002514,cust-0038,23.1,132.45,0.17,0,0.0,22,0.1,0,0
tx-gen-002515,cust-0009,5.0,83.69,0.06,0,0.0,13,0.1,0,0
tx-gen-002516,cust-0001,84.77,60.06,1.41,0,0.0,4,0.4,0,0
tx-gen-002517,cust-0009,51.34,83.69,0.61,1,0.0,4,0.1,0,0
tx-gen-002518,cust-0031,87.14,255.21,0.34,0,0.0,11,0.1,0,0
tx-gen-002519,cust-0041,211.55,91.84,2.3,0,0.0,10,0.1,0,0
tx-gen-002520,cust-0010,27.08,219.36,0.12,0,0.0,4,0.1,1,0
tx-gen-002521,cust-0037,240.25,96.1,2.5,1,0.0,1,0.1,0,0
tx-gen-002522,cust-0015,39.58,105.03,0.38,0,0.0,23,0.1,0,0
tx-gen-002523,cust-0021,139.69,63.7,2.19,0,0.0,12,0.1,1,0
tx-gen-002524,cust-0026,45.06,48.78,0.92,0,0.0,10,0.1,1,0
tx-gen-002525,cust-0033,369.75,210.95,1.75,0,0.0,19,0.1,0,0
tx-gen-002526,cust-0032,324.875,129.95,2.5,0,0.0,9,0.4,0,0
tx-gen-002527,cust-0006,13.13,38.58,0.34,0,0.0,5,0.1,0,0
tx-gen-002528,cust-0030,262.625,105.05,2.5,1,0.0,1,0.1,0,0
tx-gen-002529,cust-0020,112.03,227.03,0.49,0,0.0,18,0.4,0,0
tx-gen-002530,cust-0045,129.83,266.62,0.49,0,0.0,23,0.4,0,0
tx-gen-002531,cust-0009,34.82,83.69,0.42,2,0.0,6,0.1,0,0
tx-gen-002532,cust-0040,167.5,214.85,0.78,1,0.0,21,0.1,0,0
tx-gen-002533,cust-0039,36.13,215.8,0.17,1,0.0,11,0.1,0,0
tx-gen-002534,cust-0023,204.88,253.94,0.81,0,0.0,11,0.1,0,0
tx-gen-002535,cust-0017,44.94,57.6,0.78,0,0.0,23,0.1,0,0
tx-gen-002536,cust-0009,120.1,83.69,1.44,0,0.0,20,0.1,0,0
tx-gen-002537,cust-0035,88.39,49.28,1.79,0,0.0,14,0.1,0,0
tx-gen-002538,cust-0047,79.44,136.82,0.58,0,0.0,12,0.1,0,0
tx-gen-002539,cust-0022,18.46,51.28,0.36,0,0.0,22,0.1,0,0
tx-gen-002540,cust-0046,26.24,87.41,0.3,0,0.0,17,0.1,0,0
tx-gen-002541,cust-0039,46.71,215.8,0.22,1,0.0,7,0.1,1,0
tx-gen-002542,cust-0001,5.0,60.06,0.08,0,0.0,4,0.1,1,0
tx-gen-002543,cust-0038,55.53,132.45,0.42,0,0.0,12,0.4,0,0
tx-gen-002544,cust-0028,93.26,296.01,0.32,0,0.0,13,0.4,0,0
tx-gen-002545,cust-0021,159.25,63.7,2.5,0,0.0,11,0.1,0,0
tx-gen-002546,cust-0004,173.53,212.71,0.82,0,0.0,9,0.1,0,0
tx-gen-002547,cust-0009,35.7,83.69,0.43,0,0.0,12,0.1,0,0
tx-gen-002548,cust-0004,2510.64,212.71,11.8,5,4276.0,17,0.8,1,1
tx-gen-002549,cust-0015,91.23,105.03,0.87,1,0.0,22,0.1,0,0
tx-gen-002550,cust-0016,43.24,288.45,0.15,0,0.0,9,0.4,0,0
tx-gen-002551,cust-0025,109.13,185.89,0.59,2,0.0,2,0.1,0,0
tx-gen-002552,cust-0048,151.45,153.89,0.98,0,0.0,13,0.1,0,0
tx-gen-002553,cust-0027,61.43,91.53,0.67,0,0.0,19,0.4,0,0
tx-gen-002554,cust-0015,53.96,105.03,0.51,0,0.0,6,0.1,0,0
tx-gen-002555,cust-0039,539.5,215.8,2.5,0,0.0,14,0.1,0,0
tx-gen-002556,cust-0027,194.31,91.53,2.12,0,0.0,6,0.1,0,0
tx-gen-002557,cust-0040,209.82,214.85,0.98,0,0.0,2,0.4,0,0
tx-gen-002558,cust-0044,233.0,276.55,0.84,0,0.0,16,0.1,0,0
tx-gen-002559,cust-0040,208.26,214.85,0.97,0,0.0,5,0.4,0,0
tx-gen-002560,cust-0005,12.02,53.47,0.22,0,0.0,9,0.1,0,0
tx-gen-002561,cust-0021,32.03,63.7,0.5,0,0.0,22,0.1,0,0
tx-gen-002562,cust-0025,7.48,185.89,0.04,0,0.0,18,0.1,0,0
tx-gen-002563,cust-0042,159.65,247.36,0.65,0,0.0,3,0.1,0,0
tx-gen-002564,cust-0025,1794.86,185.89,9.66,6,4244.0,17,0.1,1,1
tx-gen-002565,cust-0018,43.94,56.11,0.78,0,0.0,15,0.1,0,0
tx-gen-002566,cust-0038,34.23,132.45,0.26,1,0.0,12,0.4,0,0
tx-gen-002567,cust-0025,464.72499999999997,185.89,2.5,0,0.0,19,0.1,0,0
tx-gen-002568,cust-0040,516.05,214.85,2.4,0,0.0,13,0.1,1,0
tx-gen-002569,cust-0029,338.03,263.95,1.28,0,0.0,21,0.1,1,0
tx-gen-002570,cust-0015,80.06,105.03,0.76,0,0.0,4,0.4,0,0
tx-gen-002571,cust-0040,438.29,214.85,2.04,0,0.0,14,0.1,0,0
tx-gen-002572,cust-0028,41.45,296.01,0.14,1,0.0,12,0.1,0,0
tx-gen-002573,cust-0046,136.63,87.41,1.56,1,0.0,5,0.1,0,0
tx-gen-002574,cust-0008,25.67,192.55,0.13,0,0.0,9,0.1,0,0
tx-gen-002575,cust-0012,166.17,105.11,1.58,1,0.0,19,0.1,0,0
tx-gen-002576,cust-0033,68.06,210.95,0.32,1,0.0,14,0.4,0,0
tx-gen-002577,cust-0011,187.66,89.52,2.1,0,0.0,4,0.1,0,0
tx-gen-002578,cust-0024,672.675,269.07,2.5,0,0.0,10,0.1,0,0
tx-gen-002579,cust-0008,31.02,192.55,0.16,0,0.0,18,0.4,0,0
tx-gen-002580,cust-0025,115.47,185.89,0.62,0,0.0,3,0.1,0,0
tx-gen-002581,cust-0049,169.25,67.7,2.5,1,0.0,6,0.1,0,0
tx-gen-002582,cust-0042,163.38,247.36,0.66,0,0.0,5,0.4,0,0
tx-gen-002583,cust-0026,97.16,48.78,1.99,0,0.0,15,0.1,0,0
tx-gen-002584,cust-0009,74.36,83.69,0.89,0,0.0,19,0.1,0,0
tx-gen-002585,cust-0020,106.82,227.03,0.47,0,0.0,12,0.1,0,0
tx-gen-002586,cust-0021,21.44,63.7,0.34,0,0.0,11,0.1,0,0
tx-gen-002587,cust-0010,49.83,219.36,0.23,0,0.0,17,0.1,0,0
tx-gen-002588,cust-0016,413.82,288.45,1.43,0,0.0,16,0.1,0,0
tx-gen-002589,cust-0046,42.71,87.41,0.49,0,0.0,15,0.1,1,0
tx-gen-002590,cust-0016,206.52,288.45,0.72,0,0.0,6,0.1,0,0
tx-gen-002591,cust-0030,71.21,105.05,0.68,0,0.0,11,0.1,0,0
tx-gen-002592,cust-0033,181.64,210.95,0.86,0,0.0,16,0.1,0,0
tx-gen-002593,cust-0020,455.6,227.03,2.01,2,0.0,2,0.1,0,0
tx-gen-002594,cust-0046,218.52499999999998,87.41,2.5,0,0.0,10,0.1,0,0
tx-gen-002595,cust-0024,1705.73,269.07,6.34,5,5168.0,17,0.8,1,1
tx-gen-002596,cust-0024,140.87,269.07,0.52,0,0.0,1,0.4,0,0
tx-gen-002597,cust-0032,228.38,129.95,1.76,0,0.0,18,0.1,0,0
tx-gen-002598,cust-0048,222.55,153.89,1.45,1,0.0,2,0.1,0,0
tx-gen-002599,cust-0043,87.17,102.29,0.85,0,0.0,19,0.1,0,0
tx-gen-002600,cust-0013,587.2,234.88,2.5,0,0.0,22,0.1,0,0
tx-gen-002601,cust-0020,1169.93,227.03,5.15,6,2984.0,2,0.4,1,1
tx-gen-002602,cust-0028,66.23,296.01,0.22,0,0.0,5,0.1,0,0
tx-gen-002603,cust-0003,7.83,67.68,0.12,0,0.0,22,0.1,1,0
tx-gen-002604,cust-0011,172.23,89.52,1.92,0,0.0,22,0.1,0,0
tx-gen-002605,cust-0022,29.66,51.28,0.58,2,0.0,20,0.1,0,0
tx-gen-002606,cust-0036,143.05,76.21,1.88,0,0.0,2,0.1,0,0
tx-gen-002607,cust-0046,195.43,87.41,2.24,0,0.0,9,0.4,0,0
tx-gen-002608,cust-0002,6.72,104.26,0.06,1,0.0,18,0.1,0,0
tx-gen-002609,cust-0047,294.1,136.82,2.15,0,0.0,16,0.4,0,0
tx-gen-002610,cust-0007,52.95,89.03,0.59,1,0.0,12,0.1,0,0
tx-gen-002611,cust-0016,206.02,288.45,0.71,0,0.0,22,0.1,0,0
tx-gen-002612,cust-0027,90.16,91.53,0.99,0,0.0,3,0.4,0,0
tx-gen-002613,cust-0011,223.79999999999998,89.52,2.5,1,0.0,0,0.1,0,0
tx-gen-002614,cust-0026,5.0,48.78,0.1,0,0.0,0,0.1,0,0
tx-gen-002615,cust-0024,174.32,269.07,0.65,1,0.0,10,0.1,0,0
tx-gen-002616,cust-0026,56.77,48.78,1.16,1,0.0,21,0.1,0,0
tx-gen-002617,cust-0040,275.58,214.85,1.28,0,0.0,14,0.1,0,0
tx-gen-002618,cust-0006,45.5,38.58,1.18,0,0.0,11,0.1,0,0
tx-gen-002619,cust-0006,5.57,38.58,0.14,2,0.0,23,0.1,0,0
tx-gen-002620,cust-0012,1246.76,105.11,11.86,8,1162.0,12,0.8,1,1
tx-gen-002621,cust-0011,31.85,89.52,0.36,0,0.0,1,0.1,0,0
tx-gen-002622,cust-0003,30.07,67.68,0.44,1,0.0,11,0.1,0,0
tx-gen-002623,cust-0032,212.06,129.95,1.63,0,0.0,0,0.1,0,0
tx-gen-002624,cust-0040,70.21,214.85,0.33,0,0.0,21,0.1,0,0
tx-gen-002625,cust-0042,58.53,247.36,0.24,0,0.0,20,0.1,0,0
tx-gen-002626,cust-0019,1766.54,193.01,9.15,6,8837.0,19,0.8,1,1
tx-gen-002627,cust-0020,567.575,227.03,2.5,1,0.0,12,0.1,0,0
tx-gen-002628,cust-0020,5.0,227.03,0.02,0,0.0,3,0.1,0,0
tx-gen-002629,cust-0003,169.20000000000002,67.68,2.5,0,0.0,11,0.1,1,0
tx-gen-002630,cust-0009,94.53,83.69,1.13,0,0.0,16,0.1,0,0
tx-gen-002631,cust-0038,233.51,132.45,1.76,0,0.0,20,0.1,1,0
tx-gen-002632,cust-0043,35.7,102.29,0.35,0,0.0,6,0.4,0,0
tx-gen-002633,cust-0031,5.0,255.21,0.02,0,0.0,3,0.1,0,0
tx-gen-002634,cust-0004,1448.82,212.71,6.81,8,5801.0,22,0.8,0,1
tx-gen-002635,cust-0029,353.41,263.95,1.34,0,0.0,18,0.1,1,0
tx-gen-002636,cust-0049,121.63,67.7,1.8,1,0.0,17,0.1,0,0
tx-gen-002637,cust-0017,77.7,57.6,1.35,0,0.0,7,0.1,0,0
tx-gen-002638,cust-0016,44.46,288.45,0.15,1,0.0,2,0.1,0,0
tx-gen-002639,cust-0027,128.15,91.53,1.4,0,0.0,20,0.1,0,0
tx-gen-002640,cust-0024,394.19,269.07,1.47,0,0.0,12,0.1,1,0
tx-gen-002641,cust-0013,252.38,234.88,1.07,0,0.0,6,0.4,0,0
tx-gen-002642,cust-0034,411.03,282.9,1.45,0,0.0,17,0.4,0,0
tx-gen-002643,cust-0047,255.89,136.82,1.87,0,0.0,9,0.4,0,0
tx-gen-002644,cust-0049,64.38,67.7,0.95,0,0.0,21,0.1,0,0
tx-gen-002645,cust-0005,5.0,53.47,0.09,1,0.0,23,0.1,0,0
tx-gen-002646,cust-0015,70.23,105.03,0.67,0,0.0,18,0.1,0,0
tx-gen-002647,cust-0042,19.99,247.36,0.08,0,0.0,21,0.4,0,0
tx-gen-002648,cust-0034,148.09,282.9,0.52,0,0.0,4,0.1,0,0
tx-gen-002649,cust-0004,111.19,212.71,0.52,1,0.0,21,0.4,0,0
tx-gen-002650,cust-0027,933.42,91.53,10.2,6,3996.0,6,0.1,0,1
tx-gen-002651,cust-0035,5.0,49.28,0.1,1,0.0,4,0.1,1,0
tx-gen-002652,cust-0025,79.74,185.89,0.43,0,0.0,21,0.1,0,0
tx-gen-002653,cust-0044,32.54,276.55,0.12,1,0.0,22,0.1,0,0
tx-gen-002654,cust-0009,138.21,83.69,1.65,0,0.0,12,0.1,0,0
tx-gen-002655,cust-0027,228.825,91.53,2.5,0,0.0,19,0.1,0,0
tx-gen-002656,cust-0049,5.08,67.7,0.08,0,0.0,4,0.4,0,0
tx-gen-002657,cust-0005,133.675,53.47,2.5,2,0.0,1,0.1,0,0
tx-gen-002658,cust-0050,134.24,181.57,0.74,0,0.0,13,0.1,0,0
tx-gen-002659,cust-0008,68.56,192.55,0.36,0,0.0,15,0.1,0,0
tx-gen-002660,cust-0040,17.18,214.85,0.08,0,0.0,13,0.1,0,0
tx-gen-002661,cust-0025,129.08,185.89,0.69,0,0.0,15,0.1,1,0
tx-gen-002662,cust-0040,339.98,214.85,1.58,0,0.0,20,0.1,0,0
tx-gen-002663,cust-0034,347.37,282.9,1.23,0,0.0,16,0.1,1,0
tx-gen-002664,cust-0041,5.0,91.84,0.05,0,0.0,23,0.1,0,0
tx-gen-002665,cust-0033,15.97,210.95,0.08,0,0.0,15,0.1,0,0
tx-gen-002666,cust-0031,131.59,255.21,0.52,1,0.0,2,0.1,1,0
tx-gen-002667,cust-0050,63.54,181.57,0.35,0,0.0,16,0.1,0,0
tx-gen-002668,cust-0003,17.9,67.68,0.26,0,0.0,2,0.1,0,0
tx-gen-002669,cust-0043,33.75,102.29,0.33,0,0.0,1,0.1,0,0
tx-gen-002670,cust-0021,103.64,63.7,1.63,1,0.0,18,0.1,0,0
tx-gen-002671,cust-0036,190.52499999999998,76.21,2.5,0,0.0,23,0.1,0,0
tx-gen-002672,cust-0036,39.58,76.21,0.52,0,0.0,0,0.1,0,0
tx-gen-002673,cust-0041,217.26,91.84,2.37,1,0.0,9,0.4,0,0
tx-gen-002674,cust-0007,34.53,89.03,0.39,0,0.0,7,0.1,0,0
tx-gen-002675,cust-0010,141.95,219.36,0.65,2,0.0,12,0.1,0,0
tx-gen-002676,cust-0032,33.3,129.95,0.26,0,0.0,6,0.1,1,0
tx-gen-002677,cust-0021,65.16,63.7,1.02,1,0.0,11,0.1,0,0
tx-gen-002678,cust-0007,222.575,89.03,2.5,0,0.0,15,0.1,0,0
tx-gen-002679,cust-0008,178.12,192.55,0.93,1,0.0,7,0.4,0,0
tx-gen-002680,cust-0018,24.85,56.11,0.44,1,0.0,1,0.4,0,0
tx-gen-002681,cust-0046,91.22,87.41,1.04,0,0.0,13,0.4,0,0
tx-gen-002682,cust-0020,29.78,227.03,0.13,0,0.0,17,0.1,0,0
tx-gen-002683,cust-0006,84.69,38.58,2.2,0,0.0,11,0.1,0,0
tx-gen-002684,cust-0038,511.45,132.45,3.86,7,3101.0,9,0.8,1,1
tx-gen-002685,cust-0038,92.63,132.45,0.7,0,0.0,12,0.1,0,0
tx-gen-002686,cust-0037,57.34,96.1,0.6,0,0.0,10,0.1,0,0
tx-gen-002687,cust-0009,73.78,83.69,0.88,2,0.0,9,0.1,0,0
tx-gen-002688,cust-0034,277.31,282.9,0.98,0,0.0,11,0.1,0,0
tx-gen-002689,cust-0028,22.05,296.01,0.07,1,0.0,8,0.1,0,0
tx-gen-002690,cust-0009,96.05,83.69,1.15,1,0.0,18,0.1,0,0
tx-gen-002691,cust-0016,79.9,288.45,0.28,0,0.0,8,0.1,0,0
tx-gen-002692,cust-0001,75.17,60.06,1.25,0,0.0,21,0.4,0,0
tx-gen-002693,cust-0009,144.7,83.69,1.73,0,0.0,7,0.4,0,0
tx-gen-002694,cust-0009,136.37,83.69,1.63,0,0.0,0,0.1,0,0
tx-gen-002695,cust-0044,222.37,276.55,0.8,2,0.0,20,0.1,0,0
tx-gen-002696,cust-0042,181.64,247.36,0.73,0,0.0,1,0.1,0,0
tx-gen-002697,cust-0029,40.69,263.95,0.15,1,0.0,23,0.1,0,0
tx-gen-002698,cust-0027,136.67,91.53,1.49,0,0.0,5,0.1,0,0
tx-gen-002699,cust-0041,29.08,91.84,0.32,0,0.0,10,0.1,0,0
tx-gen-002700,cust-0043,70.23,102.29,0.69,0,0.0,12,0.1,0,0
tx-gen-002701,cust-0028,99.0,296.01,0.33,0,0.0,14,0.1,0,0
tx-gen-002702,cust-0014,31.39,218.5,0.14,0,0.0,3,0.1,0,0
tx-gen-002703,cust-0050,736.27,181.57,4.06,5,7862.0,4,0.8,1,1
tx-gen-002704,cust-0013,233.25,234.88,0.99,2,0.0,2,0.1,0,0
tx-gen-002705,cust-0031,14.26,255.21,0.06,0,0.0,3,0.1,0,0
tx-gen-002706,cust-0025,256.69,185.89,1.38,0,0.0,5,0.4,0,0
tx-gen-002707,cust-0018,21.44,56.11,0.38,0,0.0,12,0.1,0,0
tx-gen-002708,cust-0043,5.0,102.29,0.05,0,0.0,5,0.1,0,0
tx-gen-002709,cust-0007,63.71,89.03,0.72,1,0.0,17,0.1,0,0
tx-gen-002710,cust-0043,5.0,102.29,0.05,0,0.0,20,0.4,0,0
tx-gen-002711,cust-0012,33.97,105.11,0.32,0,0.0,2,0.1,0,0
tx-gen-002712,cust-0050,222.88,181.57,1.23,0,0.0,9,0.1,0,0
tx-gen-002713,cust-0013,15.21,234.88,0.06,0,0.0,21,0.1,0,0
tx-gen-002714,cust-0038,242.18,132.45,1.83,0,0.0,14,0.4,0,0
tx-gen-002715,cust-0025,5.0,185.89,0.03,0,0.0,20,0.1,0,0
tx-gen-002716,cust-0023,71.98,253.94,0.28,0,0.0,22,0.4,0,0
tx-gen-002717,cust-0036,333.58,76.21,4.38,6,3858.0,22,0.4,0,1
tx-gen-002718,cust-0030,141.88,105.05,1.35,0,0.0,14,0.1,1,0
tx-gen-002719,cust-0029,100.35,263.95,0.38,0,0.0,2,0.1,0,0
tx-gen-002720,cust-0017,401.91,57.6,6.98,6,2031.0,11,0.8,0,1
tx-gen-002721,cust-0022,5.51,51.28,0.11,0,0.0,16,0.1,0,0
tx-gen-002722,cust-0039,96.39,215.8,0.45,0,0.0,6,0.1,0,0
tx-gen-002723,cust-0035,15.54,49.28,0.32,1,0.0,13,0.1,0,0
tx-gen-002724,cust-0027,169.3,91.53,1.85,0,0.0,2,0.1,0,0
tx-gen-002725,cust-0037,36.13,96.1,0.38,1,0.0,21,0.1,0,0
tx-gen-002726,cust-0036,118.55,76.21,1.56,2,0.0,10,0.1,0,0
tx-gen-002727,cust-0043,227.54,102.29,2.22,0,0.0,15,0.1,0,0
tx-gen-002728,cust-0012,59.79,105.11,0.57,0,0.0,0,0.1,0,0
tx-gen-002729,cust-0043,246.24,102.29,2.41,0,0.0,7,0.1,0,0
tx-gen-002730,cust-0047,64.81,136.82,0.47,1,0.0,1,0.1,0,0
tx-gen-002731,cust-0045,666.55,266.62,2.5,0,0.0,11,0.1,0,0
tx-gen-002732,cust-0003,6.33,67.68,0.09,0,0.0,6,0.1,0,0
tx-gen-002733,cust-0005,62.11,53.47,1.16,0,0.0,20,0.1,0,0
tx-gen-002734,cust-0018,38.2,56.11,0.68,1,0.0,12,0.4,1,0
tx-gen-002735,cust-0038,64.96,132.45,0.49,1,0.0,5,0.1,0,0
tx-gen-002736,cust-0043,102.45,102.29,1.0,0,0.0,20,0.1,0,0
tx-gen-002737,cust-0029,321.2,263.95,1.22,0,0.0,16,0.4,0,0
tx-gen-002738,cust-0050,5.0,181.57,0.03,0,0.0,20,0.1,0,0
tx-gen-002739,cust-0030,19.19,105.05,0.18,0,0.0,22,0.1,0,0
tx-gen-002740,cust-0004,265.55,212.71,1.25,0,0.0,13,0.1,0,0
tx-gen-002741,cust-0042,271.54,247.36,1.1,0,0.0,7,0.1,0,0
tx-gen-002742,cust-0015,262.575,105.03,2.5,0,0.0,21,0.1,0,0
tx-gen-002743,cust-0005,76.54,53.47,1.43,0,0.0,6,0.1,0,0
tx-gen-002744,cust-0017,144.0,57.6,2.5,1,0.0,23,0.1,0,0
tx-gen-002745,cust-0032,157.56,129.95,1.21,1,0.0,16,0.1,0,0
tx-gen-002746,cust-0041,32.5,91.84,0.35,0,0.0,10,0.4,0,0
tx-gen-002747,cust-0041,10.23,91.84,0.11,0,0.0,7,0.1,0,0
tx-gen-002748,cust-0022,519.49,51.28,10.13,8,5783.0,1,0.1,1,1
tx-gen-002749,cust-0011,136.29,89.52,1.52,0,0.0,23,0.4,0,0
tx-gen-002750,cust-0031,263.69,255.21,1.03,0,0.0,22,0.1,0,0
tx-gen-002751,cust-0024,13.29,269.07,0.05,0,0.0,10,0.4,0,0
tx-gen-002752,cust-0023,113.35,253.94,0.45,0,0.0,11,0.4,0,0
tx-gen-002753,cust-0017,144.0,57.6,2.5,0,0.0,16,0.1,0,0
tx-gen-002754,cust-0031,177.1,255.21,0.69,0,0.0,12,0.1,0,0
tx-gen-002755,cust-0019,109.42,193.01,0.57,0,0.0,20,0.1,0,0
tx-gen-002756,cust-0028,181.14,296.01,0.61,0,0.0,0,0.4,0,0
tx-gen-002757,cust-0016,67.59,288.45,0.23,0,0.0,22,0.1,0,0
tx-gen-002758,cust-0018,25.81,56.11,0.46,0,0.0,21,0.1,0,0
tx-gen-002759,cust-0010,101.29,219.36,0.46,2,0.0,13,0.1,0,0
tx-gen-002760,cust-0004,11.44,212.71,0.05,0,0.0,11,0.4,0,0
tx-gen-002761,cust-0046,127.54,87.41,1.46,0,0.0,18,0.1,0,0
tx-gen-002762,cust-0039,116.26,215.8,0.54,0,0.0,19,0.1,0,0
tx-gen-002763,cust-0002,180.06,104.26,1.73,0,0.0,21,0.4,0,0
tx-gen-002764,cust-0018,106.58,56.11,1.9,0,0.0,3,0.1,0,0
tx-gen-002765,cust-0036,18.16,76.21,0.24,0,0.0,10,0.1,0,0
tx-gen-002766,cust-0042,264.94,247.36,1.07,1,0.0,2,0.1,0,0
tx-gen-002767,cust-0013,150.13,234.88,0.64,0,0.0,2,0.4,0,0
tx-gen-002768,cust-0016,611.97,288.45,2.12,0,0.0,23,0.1,0,0
tx-gen-002769,cust-0019,46.9,193.01,0.24,0,0.0,11,0.4,0,0
tx-gen-002770,cust-0020,257.14,227.03,1.13,0,0.0,10,0.1,0,0
tx-gen-002771,cust-0046,81.8,87.41,0.94,0,0.0,2,0.1,0,0
tx-gen-002772,cust-0050,63.55,181.57,0.35,1,0.0,1,0.1,0,0
tx-gen-002773,cust-0041,13.49,91.84,0.15,0,0.0,6,0.1,0,0
tx-gen-002774,cust-0003,71.37,67.68,1.05,0,0.0,20,0.1,0,0
tx-gen-002775,cust-0019,258.96,193.01,1.34,0,0.0,2,0.1,0,0
tx-gen-002776,cust-0018,21.28,56.11,0.38,2,0.0,16,0.4,0,0
tx-gen-002777,cust-0002,107.93,104.26,1.04,0,0.0,22,0.1,0,0
tx-gen-002778,cust-0034,142.23,282.9,0.5,0,0.0,1,0.1,0,0
tx-gen-002779,cust-0040,268.35,214.85,1.25,0,0.0,14,0.1,0,0
tx-gen-002780,cust-0004,47.26,212.71,0.22,0,0.0,12,0.1,0,0
tx-gen-002781,cust-0049,149.56,67.7,2.21,0,0.0,16,0.4,0,0
tx-gen-002782,cust-0046,29.62,87.41,0.34,1,0.0,4,0.1,0,0
tx-gen-002783,cust-0046,40.08,87.41,0.46,0,0.0,21,0.1,0,0
tx-gen-002784,cust-0035,5.0,49.28,0.1,0,0.0,1,0.1,0,0
tx-gen-002785,cust-0013,27.77,234.88,0.12,0,0.0,6,0.1,1,0
tx-gen-002786,cust-0003,49.09,67.68,0.73,2,0.0,3,0.1,1,0
tx-gen-002787,cust-0040,66.91,214.85,0.31,2,0.0,4,0.1,0,0
tx-gen-002788,cust-0033,380.71,210.95,1.8,1,0.0,7,0.4,0,0
tx-gen-002789,cust-0012,5.0,105.11,0.05,0,0.0,10,0.1,0,0
tx-gen-002790,cust-0027,43.62,91.53,0.48,0,0.0,15,0.4,0,0
tx-gen-002791,cust-0045,109.71,266.62,0.41,0,0.0,23,0.1,0,0
tx-gen-002792,cust-0039,5.0,215.8,0.02,1,0.0,19,0.1,0,0
tx-gen-002793,cust-0026,6.48,48.78,0.13,1,0.0,11,0.1,0,0
tx-gen-002794,cust-0039,115.2,215.8,0.53,0,0.0,5,0.4,0,0
tx-gen-002795,cust-0007,60.45,89.03,0.68,0,0.0,13,0.1,0,0
tx-gen-002796,cust-0002,54.01,104.26,0.52,0,0.0,1,0.1,0,0
tx-gen-002797,cust-0014,165.41,218.5,0.76,0,0.0,1,0.1,0,0
tx-gen-002798,cust-0022,46.37,51.28,0.9,0,0.0,23,0.1,0,0
tx-gen-002799,cust-0048,5.0,153.89,0.03,0,0.0,18,0.1,0,0
tx-gen-002800,cust-0048,96.0,153.89,0.62,0,0.0,9,0.1,0,0
tx-gen-002801,cust-0032,324.875,129.95,2.5,2,0.0,0,0.1,0,0
tx-gen-002802,cust-0034,207.07,282.9,0.73,0,0.0,14,0.1,0,0
tx-gen-002803,cust-0003,76.6,67.68,1.13,1,0.0,0,0.4,0,0
tx-gen-002804,cust-0026,18.23,48.78,0.37,0,0.0,1,0.1,0,0
tx-gen-002805,cust-0005,79.52,53.47,1.49,2,0.0,8,0.1,0,0
tx-gen-002806,cust-0017,85.39,57.6,1.48,1,0.0,9,0.1,0,0
tx-gen-002807,cust-0012,77.43,105.11,0.74,0,0.0,21,0.1,0,0
tx-gen-002808,cust-0049,169.25,67.7,2.5,0,0.0,23,0.4,0,0
tx-gen-002809,cust-0017,7.73,57.6,0.13,0,0.0,16,0.1,0,0
tx-gen-002810,cust-0001,5.0,60.06,0.08,0,0.0,17,0.1,0,0
tx-gen-002811,cust-0043,150.4,102.29,1.47,0,0.0,2,0.1,0,0
tx-gen-002812,cust-0042,407.12,247.36,1.65,0,0.0,7,0.1,0,0
tx-gen-002813,cust-0045,34.15,266.62,0.13,0,0.0,3,0.1,1,0
tx-gen-002814,cust-0038,40.88,132.45,0.31,0,0.0,8,0.1,1,0
tx-gen-002815,cust-0046,5.0,87.41,0.06,1,0.0,5,0.4,0,0
tx-gen-002816,cust-0039,74.92,215.8,0.35,0,0.0,18,0.1,0,0
tx-gen-002817,cust-0025,275.75,185.89,1.48,1,0.0,18,0.1,0,0
tx-gen-002818,cust-0049,49.4,67.7,0.73,1,0.0,12,0.1,0,0
tx-gen-002819,cust-0035,21.08,49.28,0.43,0,0.0,17,0.1,0,0
tx-gen-002820,cust-0010,101.96,219.36,0.46,0,0.0,8,0.1,0,0
tx-gen-002821,cust-0020,5.0,227.03,0.02,1,0.0,16,0.1,0,0
tx-gen-002822,cust-0050,64.71,181.57,0.36,0,0.0,7,0.1,0,0
tx-gen-002823,cust-0028,307.78,296.01,1.04,0,0.0,23,0.1,0,0
tx-gen-002824,cust-0036,190.52499999999998,76.21,2.5,0,0.0,5,0.1,0,0
tx-gen-002825,cust-0002,195.77,104.26,1.88,0,0.0,19,0.1,1,0
tx-gen-002826,cust-0047,5.0,136.82,0.04,0,0.0,5,0.1,0,0
tx-gen-002827,cust-0024,615.71,269.07,2.29,0,0.0,8,0.1,0,0
tx-gen-002828,cust-0002,159.39,104.26,1.53,1,0.0,21,0.1,1,0
tx-gen-002829,cust-0043,155.06,102.29,1.52,0,0.0,23,0.4,0,0
tx-gen-002830,cust-0036,46.68,76.21,0.61,0,0.0,9,0.1,0,0
tx-gen-002831,cust-0044,140.35,276.55,0.51,0,0.0,5,0.1,0,0
